id,Umsatz
1808011,134.7243
1808021,148.62224
1808031,147.01659
1808041,169.37547
1808051,98.13164
1808061,155.05595
1808071,132.21983
1808081,132.17967
1808091,147.41777
1808101,158.02129
1808111,174.43959
1808121,96.037994
1808131,155.84094
1808141,148.01775
1808151,139.91464
1808161,150.12975
1808171,156.43434
1808181,168.81172
1808191,78.88816
1808201,140.06816
1808211,118.1759
1808221,109.82543
1808231,130.58705
1808241,134.37105
1808251,154.32887
1808261,86.47419
1808271,138.51404
1808281,126.35263
1808291,110.84627
1808301,126.85889
1808311,131.32898
1809011,150.6274
1809021,79.57874
1809031,136.36703
1809041,116.64234
1809051,115.48803
1809061,128.22807
1809071,124.78919
1809081,150.52937
1809091,79.485954
1809101,133.44518
1809111,114.037544
1809121,112.112976
1809131,126.38197
1809141,131.11629
1809151,148.11879
1809161,79.67057
1809171,132.82996
1809181,117.90313
1809191,113.69281
1809201,126.6184
1809211,122.682816
1809221,146.24701
1809231,79.889015
1809241,137.06462
1809251,117.00885
1809261,111.71074
1809271,127.151
1809281,129.26796
1809291,148.07161
1809301,77.22283
1810011,131.86975
1810021,114.61124
1810031,90.73675
1810041,119.725334
1810051,125.84572
1810061,132.45384
1810071,73.13217
1810081,132.13751
1810091,116.555725
1810101,103.84532
1810111,126.882385
1810121,129.5265
1810131,147.75266
1810141,72.151985
1810151,134.16817
1810161,109.653915
1810171,115.77922
1810181,120.6125
1810191,123.386375
1810201,145.29247
1810211,77.569626
1810221,133.62576
1810231,105.19169
1810241,114.38024
1810251,120.98712
1810261,117.94591
1810271,132.37466
1810281,78.28496
1810291,126.38428
1810301,108.70027
1811011,114.71991
1811021,108.631386
1811031,118.29217
1811041,65.498795
1811051,112.08775
1811061,101.14572
1811071,96.71335
1811081,110.432304
1811091,103.52441
1811101,111.22396
1811111,66.19057
1811121,106.48718
1811131,96.257996
1811141,97.038445
1811151,114.79009
1811161,111.71303
1811171,120.29267
1811181,65.81202
1811191,113.29284
1811201,95.86296
1811211,94.52414
1811221,104.66886
1811231,105.82029
1811241,113.49579
1811251,66.93287
1811261,103.57207
1811271,95.77658
1811281,96.688545
1811291,103.904625
1811301,118.039505
1812011,110.45487
1812021,74.08221
1812031,102.05936
1812041,100.78921
1812051,95.355774
1812061,103.12902
1812071,98.0698
1812081,109.28018
1812091,75.80341
1812101,105.3799
1812111,101.04655
1812121,86.73807
1812131,103.221825
1812141,97.20301
1812151,113.10492
1812161,76.61901
1812171,100.19332
1812181,95.54535
1812191,90.30157
1812201,103.84997
1812211,119.39969
1812221,138.04677
1812231,80.988045
1812241,130.02344
1812271,131.81409
1812281,125.546646
1812291,141.80559
1812301,88.47525
1812311,711.68134
1901021,115.44851
1901031,127.142044
1901041,121.09296
1901051,112.04364
1901061,66.77135
1901071,100.08737
1901081,98.47584
1901091,90.82597
1901101,102.16126
1901111,102.82764
1901121,105.66388
1901131,67.290855
1901141,107.509636
1901151,92.33242
1901161,89.27132
1901171,96.298164
1901181,104.32608
1901191,111.4884
1901201,70.26589
1901211,123.78833
1901221,102.80908
1901231,102.808365
1901241,104.68289
1901251,121.775375
1901261,106.567085
1901271,66.25874
1901281,101.436325
1901291,97.51265
1901301,92.94027
1901311,99.33355
1902011,109.11514
1902021,122.422295
1902031,86.75484
1902041,109.87504
1902051,97.306595
1902061,95.72221
1902071,104.54509
1902081,106.30414
1902091,114.96476
1902101,79.61209
1902111,110.765465
1902121,104.87194
1902131,100.22707
1902141,112.45116
1902151,106.236176
1902161,116.78401
1902171,86.981476
1902181,108.856804
1902191,97.342834
1902201,93.59156
1902211,103.588264
1902221,107.08896
1902231,118.582306
1902241,90.23454
1902251,111.87717
1902261,101.51016
1902271,98.132065
1902281,107.90796
1903011,113.13533
1903021,116.85609
1903031,69.72237
1903041,108.52305
1903051,104.245834
1903061,93.14502
1903071,109.58624
1903081,106.84079
1903091,112.55423
1903101,68.12532
1903111,110.75908
1903121,102.44713
1903131,94.07332
1903141,104.74253
1903151,103.81424
1903161,108.96825
1903171,67.58835
1903181,110.913956
1903191,106.56682
1903211,109.51517
1903221,106.137924
1903231,121.65495
1903241,73.519066
1903251,114.08084
1903261,98.48565
1903271,95.356155
1903281,111.510414
1903291,107.716324
1903301,119.81879
1903311,73.33499
1904011,129.39954
1904021,113.886505
1904041,137.26665
1904051,135.42516
1904061,146.33305
1904071,76.081055
1904081,137.97063
1904091,122.76651
1904101,120.6096
1904111,135.17384
1904121,135.88983
1904131,149.7437
1904141,71.584206
1904151,141.27605
1904161,121.21025
1904171,119.46214
1904181,137.18175
1904201,137.79958
1904211,70.905594
1904221,88.31418
1904231,113.83895
1904241,101.62742
1904251,126.198105
1904261,111.07657
1904271,138.39116
1904281,75.80474
1904291,125.86643
1904301,112.5072
1905021,127.62532
1905031,133.42781
1905041,144.36513
1905051,74.8315
1905061,133.45268
1905071,121.52056
1905081,105.0273
1905091,117.464645
1905101,130.13403
1905111,142.87315
1905121,74.503426
1905131,134.80554
1905141,119.15965
1905151,114.72446
1905161,123.71731
1905171,129.3977
1905181,135.8369
1905191,71.69401
1905201,135.16275
1905211,103.859184
1905221,105.88125
1905231,127.787796
1905241,131.67984
1905251,144.91026
1905261,70.19513
1905271,133.51695
1905281,115.65796
1905291,114.50318
1905301,97.8538
1905311,140.97289
1906011,149.20802
1906021,65.786224
1906031,144.71094
1906041,118.39505
1906051,113.681885
1906061,131.18874
1906071,130.6347
1906081,151.93512
1906091,70.22354
1906101,104.80586
1906111,116.566826
1906121,113.32207
1906131,126.34833
1906141,127.70538
1906151,151.23534
1906161,70.10952
1906171,139.83928
1906181,122.787544
1906191,110.342636
1906201,135.5059
1906211,131.97374
1906221,167.1583
1906231,78.72973
1906241,145.92714
1906251,132.12338
1906261,124.77514
1906271,143.011
1906281,144.19719
1906291,168.5768
1906301,81.071335
1907011,169.17316
1907021,159.65437
1907031,149.0667
1907041,166.98456
1907051,166.00609
1907061,185.39806
1907071,99.12786
1907081,169.14496
1907091,148.722
1907111,164.82405
1907121,155.27113
1907131,168.82475
1907141,102.96486
1907151,161.04303
1907161,155.17932
1907171,145.65431
1907181,161.98871
1907191,164.1223
1907201,175.14511
1907211,92.23494
1907221,166.47264
1907231,155.92744
1907241,145.6285
1907251,162.1929
1907261,161.70851
1907271,184.68579
1907281,108.52467
1907291,172.95113
1907301,153.80939
1808012,500.19513
1808022,503.74002
1808032,524.48865
1808042,608.9316
1808052,609.27356
1808062,519.0383
1808072,490.4405
1808082,491.843
1808092,504.71033
1808102,551.72876
1808112,619.1527
1808122,596.064
1808132,521.92145
1808142,516.80676
1808152,495.97748
1808162,492.04492
1808172,536.1891
1808182,588.25745
1808192,550.81055
1808202,426.66132
1808212,428.08527
1808222,435.3199
1808232,435.4498
1808242,440.60532
1808252,514.03394
1808262,554.87537
1808272,412.83148
1808282,417.91858
1808292,420.15567
1808302,423.82007
1808312,431.68726
1809012,477.73816
1809022,486.34833
1809032,369.53046
1809042,373.02948
1809052,363.09732
1809062,374.90042
1809072,376.99615
1809082,451.40668
1809092,484.7293
1809102,372.68243
1809112,358.33704
1809122,346.18994
1809132,364.43054
1809142,381.12344
1809152,455.8302
1809162,467.97314
1809172,366.23047
1809182,367.55167
1809192,353.47675
1809202,366.39706
1809212,364.43185
1809222,444.81232
1809232,478.1191
1809242,354.21246
1809252,350.8928
1809262,337.08075
1809272,357.05237
1809282,358.41727
1809292,452.08234
1809302,463.59583
1810012,359.45776
1810022,369.72363
1810032,597.2554
1810042,368.81882
1810052,389.86816
1810062,434.71777
1810072,485.91986
1810082,368.69617
1810092,375.23087
1810102,344.07394
1810112,384.92035
1810122,398.65152
1810132,482.21823
1810142,498.0753
1810152,391.44562
1810162,371.33124
1810172,385.36987
1810182,374.79462
1810192,387.29608
1810202,448.61755
1810212,480.45514
1810222,360.28442
1810232,350.43604
1810242,345.90146
1810252,343.14606
1810262,363.59204
1810272,416.98975
1810282,470.90405
1810292,334.79706
1810302,333.2677
1811012,271.22714
1811022,275.24475
1811032,331.23096
1811042,436.19586
1811052,259.9951
1811062,249.9499
1811072,244.10909
1811082,255.14691
1811092,259.40442
1811102,336.91962
1811112,448.8711
1811122,265.9628
1811132,258.9285
1811142,249.39159
1811152,273.75186
1811162,263.40057
1811172,321.56995
1811182,446.57462
1811192,275.1889
1811202,243.48738
1811212,235.98994
1811222,241.54887
1811232,241.73822
1811242,311.89154
1811252,442.51532
1811262,248.3134
1811272,237.97516
1811282,243.82454
1811292,245.23648
1811302,282.9439
1812012,328.3173
1812022,439.37482
1812032,257.4639
1812042,264.00348
1812052,259.9682
1812062,261.95233
1812072,253.67964
1812082,332.7559
1812092,446.16537
1812102,258.04285
1812112,274.6233
1812122,232.39897
1812132,262.96613
1812142,243.41472
1812152,326.14236
1812162,428.2649
1812172,240.23547
1812182,249.59035
1812192,241.10689
1812202,261.41602
1812212,324.50848
1812222,437.23755
1812232,476.14255
1812242,355.14963
1812272,352.23056
1812282,358.17004
1812292,436.73956
1812302,484.39774
1812312,1187.9388
1901022,310.84534
1901032,320.88278
1901042,314.34424
1901052,313.81146
1901062,412.498
1901072,239.93678
1901082,248.33656
1901092,225.14409
1901102,230.23845
1901112,250.98607
1901122,312.0927
1901132,418.3711
1901142,243.18233
1901152,243.4894
1901162,229.5519
1901172,231.86577
1901182,248.45345
1901192,299.0044
1901202,403.00967
1901212,236.45738
1901222,224.46234
1901232,220.72652
1901242,235.07268
1901252,241.96399
1901262,311.48175
1901272,397.61325
1901282,230.61958
1901292,241.9439
1901302,223.29349
1901312,228.35332
1902012,241.62233
1902022,325.44934
1902032,443.59387
1902042,247.46535
1902052,243.589
1902062,231.51636
1902072,256.43756
1902082,258.26755
1902092,342.09015
1902102,442.61133
1902112,265.93866
1902122,262.09753
1902132,250.52895
1902142,250.75157
1902152,278.33008
1902162,355.30093
1902172,465.3604
1902182,272.2566
1902192,266.36575
