id,Umsatz
1808011,211.94620443476796
1808021,221.88066914026516
1808031,231.81513384576238
1808041,241.7495985512596
1808051,251.68406325675682
1808061,192.07727502377352
1808071,202.01173972927074
1808081,211.94620443476796
1808091,221.88066914026516
1808101,231.81513384576238
1808111,241.7495985512596
1808121,251.68406325675682
1808131,192.07727502377352
1808141,202.01173972927074
1808151,211.94620443476796
1808161,221.88066914026516
1808171,231.81513384576238
1808181,241.7495985512596
1808191,251.68406325675682
1808201,192.07727502377352
1808211,202.01173972927074
1808221,211.94620443476796
1808231,221.88066914026516
1808241,231.81513384576238
1808251,241.7495985512596
1808261,251.68406325675682
1808271,192.07727502377352
1808281,202.01173972927074
1808291,211.94620443476796
1808301,221.88066914026516
1808311,231.81513384576238
1809011,241.7495985512596
1809021,251.68406325675682
1809031,192.07727502377352
1809041,202.01173972927074
1809051,211.94620443476796
1809061,221.88066914026516
1809071,231.81513384576238
1809081,241.7495985512596
1809091,251.68406325675682
1809101,192.07727502377352
1809111,202.01173972927074
1809121,211.94620443476796
1809131,221.88066914026516
1809141,231.81513384576238
1809151,241.7495985512596
1809161,251.68406325675682
1809171,192.07727502377352
1809181,202.01173972927074
1809191,211.94620443476796
1809201,221.88066914026516
1809211,231.81513384576238
1809221,241.7495985512596
1809231,251.68406325675682
1809241,192.07727502377352
1809251,202.01173972927074
1809261,211.94620443476796
1809271,221.88066914026516
1809281,231.81513384576238
1809291,241.7495985512596
1809301,251.68406325675682
1810011,192.07727502377352
1810021,202.01173972927074
1810031,211.94620443476796
1810041,221.88066914026516
1810051,231.81513384576238
1810061,241.7495985512596
1810071,251.68406325675682
1810081,192.07727502377352
1810091,202.01173972927074
1810101,211.94620443476796
1810111,221.88066914026516
1810121,231.81513384576238
1810131,241.7495985512596
1810141,251.68406325675682
1810151,192.07727502377352
1810161,202.01173972927074
1810171,211.94620443476796
1810181,221.88066914026516
1810191,231.81513384576238
1810201,241.7495985512596
1810211,251.68406325675682
1810221,192.07727502377352
1810231,202.01173972927074
1810241,211.94620443476796
1810251,221.88066914026516
1810261,231.81513384576238
1810271,241.7495985512596
1810281,251.68406325675682
1810291,192.07727502377352
1810301,202.01173972927074
1811011,221.88066914026516
1811021,231.81513384576238
1811031,241.7495985512596
1811041,251.68406325675682
1811051,192.07727502377352
1811061,202.01173972927074
1811071,211.94620443476796
1811081,221.88066914026516
1811091,231.81513384576238
1811101,241.7495985512596
1811111,251.68406325675682
1811121,192.07727502377352
1811131,202.01173972927074
1811141,211.94620443476796
1811151,221.88066914026516
1811161,231.81513384576238
1811171,241.7495985512596
1811181,251.68406325675682
1811191,192.07727502377352
1811201,202.01173972927074
1811211,211.94620443476796
1811221,221.88066914026516
1811231,231.81513384576238
1811241,241.7495985512596
1811251,251.68406325675682
1811261,192.07727502377352
1811271,202.01173972927074
1811281,211.94620443476796
1811291,221.88066914026516
1811301,231.81513384576238
1812011,241.7495985512596
1812021,251.68406325675682
1812031,192.07727502377352
1812041,202.01173972927074
1812051,211.94620443476796
1812061,221.88066914026516
1812071,231.81513384576238
1812081,241.7495985512596
1812091,251.68406325675682
1812101,192.07727502377352
1812111,202.01173972927074
1812121,211.94620443476796
1812131,221.88066914026516
1812141,231.81513384576238
1812151,241.7495985512596
1812161,251.68406325675682
1812171,192.07727502377352
1812181,202.01173972927074
1812191,211.94620443476796
1812201,221.88066914026516
1812211,231.81513384576238
1812221,241.7495985512596
1812231,251.68406325675682
1812241,192.07727502377352
1812271,221.88066914026516
1812281,231.81513384576238
1812291,241.7495985512596
1812301,251.68406325675682
1812311,192.07727502377352
1901021,211.94620443476796
1901031,221.88066914026516
1901041,231.81513384576238
1901051,241.7495985512596
1901061,251.68406325675682
1901071,192.07727502377352
1901081,202.01173972927074
1901091,211.94620443476796
1901101,221.88066914026516
1901111,231.81513384576238
1901121,241.7495985512596
1901131,251.68406325675682
1901141,192.07727502377352
1901151,202.01173972927074
1901161,211.94620443476796
1901171,221.88066914026516
1901181,231.81513384576238
1901191,241.7495985512596
1901201,251.68406325675682
1901211,192.07727502377352
1901221,202.01173972927074
1901231,211.94620443476796
1901241,221.88066914026516
1901251,231.81513384576238
1901261,241.7495985512596
1901271,251.68406325675682
1901281,192.07727502377352
1901291,202.01173972927074
1901301,211.94620443476796
1901311,221.88066914026516
1902011,231.81513384576238
1902021,241.7495985512596
1902031,251.68406325675682
1902041,192.07727502377352
1902051,202.01173972927074
1902061,211.94620443476796
1902071,221.88066914026516
1902081,231.81513384576238
1902091,241.7495985512596
1902101,251.68406325675682
1902111,192.07727502377352
1902121,202.01173972927074
1902131,211.94620443476796
1902141,221.88066914026516
1902151,231.81513384576238
1902161,241.7495985512596
1902171,251.68406325675682
1902181,192.07727502377352
1902191,202.01173972927074
1902201,211.94620443476796
1902211,221.88066914026516
1902221,231.81513384576238
1902231,241.7495985512596
